"age","female","metro","member","location","pilot","ID","last","cash","sat","fr1","fr2","ltmem","mamt1","mamt2","rind"
50,1,1,3,1,1,10071,30.8999996185303,0,1,1,NA,1,23.9017391204834,0,0.148401319980621
NA,NA,1,3,1,1,10072,105.121215820312,0,3,1,1,1,765.344482421875,637.080017089844,0.144536748528481
53,1,1,3,1,1,10074,42.9099998474121,1,1,1,1,1,158.800308227539,196,0.16769252717495
45,1,1,2,1,1,10075,97.2200012207031,0,1,3,3,0,437.459045410156,438.570007324219,0.0173819325864315
51,1,1,3,1,1,10076,77.4599990844727,0,3,1,2,1,289.899841308594,343.940002441406,0.15426367521286
45,1,1,2,1,1,10077,63.4799995422363,0,3,3,3,0,293.304016113281,244.660003662109,0.0173819325864315
52,1,1,2,1,1,10079,101.370002746582,0,1,2,2,0,408.832397460938,405.850006103516,0.0250304825603962
53,1,1,2,1,1,10080,NA,NA,NA,NA,NA,0,0,0,NA
46,1,1,1,1,1,10081,44.7999992370605,0,2,1,1,0,223.262878417969,281.470001220703,0.0761880278587341
48,1,1,3,1,1,10082,35.7400016784668,1,1,1,2,1,148.294143676758,243.830001831055,0.138228967785835
49,1,1,1,1,1,10083,52.1688385009766,0,1,3,3,0,955.110900878906,900.609985351562,0.0143819181248546
47,1,1,4,1,1,10084,63.7200012207031,0,3,1,2,1,232.855514526367,270.670013427734,0.169526964426041
49,1,1,4,1,1,10086,56.0499992370605,0,3,1,2,1,191.529174804688,287.489990234375,0.180260613560677
49,1,1,4,1,1,10087,73.9599990844727,0,4,2,2,1,266.007293701172,291.549987792969,0.0418251156806946
59,1,1,4,1,1,10088,40.0999984741211,1,4,1,1,1,120.306221008301,161.679992675781,0.272229731082916
50,1,1,1,1,1,10089,58.6199989318848,0,1,3,3,0,280.860778808594,296.799987792969,0.0152560928836465
56,1,1,3,1,1,10090,60.4199981689453,1,3,1,1,1,202.252838134766,234.740005493164,0.192604705691338
52,1,1,4,1,1,10092,NA,NA,NA,NA,NA,1,0,0,NA
NA,NA,1,3,1,1,10093,104.610000610352,0,3,2,3,1,396.634918212891,393.820007324219,0.0303501505404711
42,1,1,4,1,1,10096,53.0400009155273,0,3,1,1,1,206.637222290039,258.160003662109,0.151261359453201
54,1,1,3,1,1,10097,33,1,1,1,1,1,118.740615844727,165.119995117188,0.175325334072113
50,1,1,3,1,1,10098,47.5800018310547,1,1,3,3,1,189.892395019531,310.450012207031,0.0315255858004093
46,1,1,2,1,1,10099,42.5200004577637,0,1,1,1,0,196.043716430664,197.970001220703,0.100463390350342
60,1,1,1,1,1,10103,84.0699996948242,0,1,1,NA,0,133.364303588867,0,0.153175085783005
NA,NA,1,3,1,1,10104,95.2600021362305,0,1,3,3,1,364.637145996094,397.190002441406,0.0303501505404711
63,0,1,4,1,1,10106,36.560001373291,1,3,1,NA,1,89.9113464355469,0,0.331952631473541
57,1,1,2,1,1,10108,62.2700004577637,0,2,1,NA,0,65.7864532470703,0,0.162160560488701
42,1,1,1,1,1,10113,134.215103149414,0,1,2,2,0,1018.01831054688,972.440002441406,0.0106288930401206
44,1,1,2,1,1,10114,57.7900009155273,0,1,3,3,0,267.876617431641,286.559997558594,0.016747523099184
40,1,1,1,1,1,10119,70.5599975585938,0,1,2,2,0,358.205535888672,436.049987792969,0.0101242139935493
46,1,1,1,1,1,10120,74.8493499755859,0,1,2,3,0,897.574279785156,825.289978027344,0.0123294442892075
60,1,1,1,1,1,10121,87.0199966430664,0,1,2,3,0,335.116729736328,342.940002441406,0.0329997949302197
38,0,1,4,1,1,10122,31.0200004577637,0,1,1,1,1,118.496429443359,162.960006713867,0.144694700837135
42,1,1,2,1,1,10124,26.6200008392334,0,1,1,1,0,128.005294799805,266.720001220703,0.0908424407243729
57,1,1,1,1,1,10125,NA,NA,NA,NA,NA,0,0,0,NA
48,1,1,4,1,1,10126,35.0900001525879,1,3,3,2,1,138.232955932617,266.660003662109,0.0399253256618977
55,1,1,1,1,1,10127,39.8897743225098,1,1,3,3,0,488.49072265625,465.170013427734,0.0216021966189146
43,1,1,1,1,1,10128,65.6074447631836,0,1,3,3,0,864.213439941406,870.710021972656,0.0109612951055169
59,1,1,1,1,1,10133,141.171234130859,0,1,3,3,0,920.675842285156,815.080017089844,0.0301619172096252
49,0,1,1,1,1,10134,61.5299987792969,0,1,3,3,0,288.467987060547,272.670013427734,0.0144399981945753
48,1,1,1,1,1,10135,80.5299987792969,0,1,3,3,0,379.069000244141,432.809997558594,0.0136091280728579
51,1,1,4,1,1,10136,NA,NA,NA,NA,NA,1,0,0,NA
46,0,1,3,1,1,10137,109.209999084473,0,4,1,2,1,419.377410888672,399.329986572266,0.130282923579216
60,1,1,3,1,1,10138,NA,NA,NA,NA,NA,1,0,0,NA
43,1,1,2,1,1,10140,108.79655456543,0,1,1,1,0,520.894714355469,475.359985351562,0.0927653014659882
57,0,1,4,1,1,10141,50.8600006103516,1,3,1,1,1,144.851867675781,242.350006103516,0.248416051268578
51,0,1,4,1,1,10145,41.1100006103516,1,4,1,1,1,135.624176025391,273.950012207031,0.193668693304062
45,1,1,4,1,1,10146,68.3899993896484,0,3,2,3,1,267.389923095703,249.509994506836,0.0354161076247692
39,1,1,3,1,1,10148,107.910003662109,0,3,2,3,1,471.416748046875,462.989990234375,0.0214935410767794
47,0,1,1,1,1,10150,104.930000305176,0,1,3,3,0,488.821685791016,516.969970703125,0.0129808392375708
60,1,1,3,1,1,10152,44.689998626709,1,2,1,NA,1,26.7665710449219,0,0.236266508698463
36,1,1,3,1,1,10153,147.134063720703,0,1,2,3,1,828.818908691406,785.599975585938,0.0209834855049849
48,1,1,3,1,1,10154,42.5800018310547,1,3,1,1,1,165.266342163086,170.460006713867,0.138228967785835
45,1,1,3,1,1,10156,NA,NA,NA,NA,NA,1,0,0,NA
48,1,1,4,1,1,10157,41.4000015258789,1,2,1,1,1,153.434295654297,222.190002441406,0.174626991152763
43,1,1,2,1,1,10158,46.4900016784668,0,1,1,1,0,205.8916015625,242.869995117188,0.0927653014659882
50,1,1,4,1,1,10159,102.650001525879,0,3,1,1,1,345.958221435547,348.130004882812,0.186453565955162
52,0,1,3,1,1,10160,NA,NA,NA,NA,NA,1,0,0,NA
67,1,1,2,1,1,10161,70.5299987792969,0,1,1,NA,0,36.7874526977539,0,0.293208509683609
45,1,1,3,1,1,10163,28.1800003051758,1,1,1,1,1,117.190277099609,118.389999389648,0.126455187797546
47,1,1,1,1,1,10165,73.1600036621094,0,1,1,NA,0,67.2128448486328,0,0.0788489952683449
43,1,1,4,1,1,10166,35.6599998474121,0,3,2,NA,1,31.1852073669434,0,0.0332612656056881
48,0,1,2,1,1,10167,122.32373046875,0,2,3,3,0,616.761535644531,572.099975585938,0.0199630595743656
61,1,1,3,1,1,10168,60.6500015258789,0,2,1,NA,1,34.9839401245117,0,0.249296605587006
47,1,1,4,1,1,10172,40.2799987792969,1,5,3,3,1,165.316177368164,221.259994506836,0.0382344610989094
51,1,1,4,1,1,10174,48.060001373291,1,1,2,3,1,175.868225097656,156.289993286133,0.0463271252810955
42,1,1,2,1,1,10175,106.339996337891,0,1,2,2,0,477.738800048828,458.070007324219,0.0157341063022614
54,1,1,2,1,1,10176,NA,NA,NA,NA,NA,0,0,0,NA
47,1,1,1,1,1,10177,49.1985702514648,0,1,3,3,0,786.799438476562,756.289978027344,0.0129278525710106
52,1,1,1,1,1,10178,48.5364608764648,1,1,1,1,0,562.541564941406,529.130004882812,0.0974532663822174
42,0,1,1,1,1,10179,47.2400016784668,0,1,1,1,0,227.869384765625,274.350006103516,0.0686037242412567
50,1,1,1,1,1,10180,97.1456146240234,0,1,2,2,0,648.003540039062,559.640014648438,0.0152560928836465
48,1,1,4,1,1,10181,153.914581298828,0,1,3,3,1,449.124389648438,480.049987792969,0.0399253256618977
44,1,1,1,1,1,10182,24.3099994659424,1,2,2,2,0,138.725006103516,207.979995727539,0.0113522093743086
43,1,1,1,1,1,10183,81.5400009155273,0,1,1,2,0,406.371032714844,429.230010986328,0.0699463859200478
44,1,1,1,1,1,10184,NA,NA,NA,NA,NA,0,0,0,NA
51,1,1,4,1,1,10185,55.689998626709,0,2,1,1,1,196.845794677734,250.940002441406,0.193233087658882
52,1,1,1,1,1,10186,57.2556686401367,0,1,3,3,0,877.995666503906,830.030029296875,0.017355402931571
64,1,1,2,1,1,10189,NA,NA,NA,NA,NA,0,0,0,NA
35,0,1,2,1,1,10191,41.1199989318848,0,1,2,3,0,186.893524169922,246.339996337891,0.0144613608717918
35,0,1,2,1,1,10193,114.325317382812,0,1,1,1,0,510.642730712891,538.97998046875,0.0854961574077606
46,0,1,3,1,1,10194,38.7099990844727,0,1,2,NA,1,32.8857803344727,0,0.02615518681705
45,1,1,1,1,1,10195,145.5693359375,0,1,1,3,0,685.527954101562,598.830017089844,0.0738287270069122
42,1,1,3,1,1,10199,34.0800018310547,0,1,1,2,1,146.400512695312,207.25,0.11834279447794
48,1,1,4,1,1,10204,106.370002746582,0,1,1,2,1,372.347137451172,356.359985351562,0.174626991152763
45,1,1,2,1,1,10206,67.118034362793,0,1,1,1,0,730.544555664062,702.190002441406,0.0975597128272057
45,1,1,3,1,1,10208,97.4323883056641,0,3,2,2,1,803.114318847656,703.5,0.025066651403904
56,0,1,1,1,1,10209,91.6600036621094,0,1,3,3,0,371.185943603516,399.769989013672,0.02347157523036
57,1,1,4,1,1,10211,102.480003356934,0,3,3,3,1,310.293975830078,321.769989013672,0.0672504752874374
40,1,1,1,1,1,10214,87.7600021362305,0,1,2,2,0,443.400482177734,439.920013427734,0.0101242139935493
34,1,1,4,1,1,10215,22.0900001525879,0,3,1,1,1,92.003662109375,311.040008544922,0.143573269248009
51,0,1,2,1,1,10217,136.174789428711,0,2,2,2,0,795.356872558594,726.400024414062,0.0235990229994059
45,1,1,3,1,1,10218,46.5400009155273,0,2,2,2,1,203.2705078125,222.770004272461,0.025066651403904
58,0,1,2,1,1,10219,30.8899993896484,1,2,1,NA,0,22.0638790130615,0,0.171725422143936
55,1,1,3,1,1,10220,99.3899993896484,0,2,3,3,1,351.224609375,420.470001220703,0.0429729633033276
47,0,1,3,1,1,10221,63.5400009155273,0,2,1,2,1,248.471649169922,311.760009765625,0.134207084774971
44,1,1,4,1,1,10224,152.94841003418,0,5,1,1,1,1085.89111328125,1015.33001708984,0.157199114561081
49,1,1,3,1,1,10225,32.4099998474121,0,4,1,NA,1,25.3007774353027,0,0.143065959215164
52,0,1,4,1,1,10227,92.3899993896484,0,3,2,2,1,299.388244628906,397.410003662109,0.0491340383887291
46,0,1,1,1,1,10229,45.8400001525879,0,1,3,3,0,216.649536132812,281.790008544922,0.0123803000897169
50,1,1,2,1,1,10230,67.1100006103516,0,2,1,NA,0,56.186840057373,0,0.11592873185873
53,1,1,3,1,1,10231,49.6599998474121,1,2,2,2,1,195.73600769043,248.009994506836,0.0376330204308033
46,1,1,1,1,1,10234,95.5400009155273,0,1,2,3,0,464.787048339844,500.730010986328,0.0123294442892075
45,1,1,3,1,1,10235,41.8400001525879,0,2,2,3,1,180.235122680664,246.169998168945,0.025066651403904
41,1,1,4,1,1,10236,43.7200012207031,0,4,2,2,1,181.211532592773,281.480010986328,0.0316871404647827
51,1,1,3,1,1,10240,30.0599994659424,0,2,1,NA,1,23.2478351593018,0,0.15426367521286
49,1,1,3,1,1,10241,48.7400016784668,0,3,3,3,1,204.680999755859,204.529998779297,0.0299070440232754
55,0,1,1,1,1,10244,15.8000001907349,1,1,1,NA,0,13.4201412200928,0,0.114174045622349
43,1,1,1,1,1,10246,165.387420654297,0,1,1,2,0,813.234375,773.510009765625,0.0699463859200478
47,1,1,2,1,1,10248,50,0,1,2,2,0,224.405120849609,261.190002441406,0.0189423989504576
43,0,1,4,1,1,10249,54.9700012207031,0,3,1,1,1,199.440582275391,229.600006103516,0.15439061820507
39,1,1,1,1,1,10251,50.8800010681152,0,2,1,2,0,254.299331665039,252.149993896484,0.0651568323373795
47,0,1,3,1,1,10252,87.0100021362305,0,2,1,1,1,326.404907226562,367.649993896484,0.134207084774971
56,1,1,2,1,1,10254,88.1500015258789,0,1,1,1,0,322.516937255859,368.760009765625,0.153719335794449
45,1,1,4,1,1,10255,42.5299987792969,0,5,2,2,1,169.798004150391,213.119995117188,0.0354161076247692
NA,1,1,1,1,1,10259,121.313720703125,0,1,2,2,0,957.75830078125,869.150024414062,0.0303501505404711
53,0,1,1,1,1,10260,119.207290649414,0,2,2,2,0,1111.68151855469,981.590026855469,0.0186804290860891
51,1,1,4,1,1,10261,104.599998474121,0,5,1,2,1,350.421600341797,363.149993896484,0.193233087658882
55,1,1,1,1,1,10262,67.0999984741211,0,1,1,NA,0,82.0825958251953,0,0.113867744803429
55,1,1,2,1,1,10263,112.375045776367,0,1,2,3,0,605.046813964844,537.140014648438,0.03077975474298
51,1,1,2,1,1,10265,91.1707916259766,0,1,2,1,0,498.447021484375,492.989990234375,0.0235107559710741
50,1,1,1,1,1,10266,45.7000007629395,1,1,3,3,0,223.490432739258,295.170013427734,0.0152560928836465
47,1,1,2,1,1,10267,953.739990234375,0,3,3,3,0,407.714935302734,463.079986572266,0.0189423989504576
52,0,1,2,1,1,10268,106.628494262695,0,1,1,2,0,558.374938964844,584.179992675781,0.126656502485275
48,0,1,3,1,1,10270,60.8899993896484,0,2,1,1,1,236.25129699707,343.059997558594,0.138579607009888
50,1,1,1,1,1,10271,66.7300033569336,0,2,2,3,0,309.714202880859,338.739990234375,0.0152560928836465
38,1,1,2,1,1,10274,41.7799987792969,0,1,1,1,0,198.523986816406,269.070007324219,0.0860328748822212
48,1,1,3,1,1,10275,79.0713424682617,0,2,1,2,1,1257.39526367188,1139.43005371094,0.138228967785835
43,1,1,3,1,1,10276,146.539642333984,0,4,2,3,1,548.288391113281,518.390014648438,0.0234523471444845
45,0,1,3,1,1,10278,422.079986572266,0,3,2,1,1,165.698654174805,224.789993286133,0.0251597817987204
46,1,1,3,1,1,10279,55.3400001525879,0,1,1,1,1,219.401824951172,293.779998779297,0.12994684278965
51,1,1,3,1,1,10280,95.4705047607422,0,1,1,1,1,452.530670166016,493.929992675781,0.15426367521286
54,1,1,2,1,1,10281,57.9000015258789,1,1,3,3,0,232.208465576172,286.75,0.0286433231085539
49,1,1,2,1,1,10283,83.75,0,1,2,2,0,356.973937988281,385.640014648438,0.020953880622983
52,1,1,3,1,1,10285,400.529998779297,0,2,2,1,1,153.879791259766,238.309997558594,0.0353679284453392
37,1,1,2,1,1,10287,80.6999969482422,0,1,1,2,0,367.267272949219,437.790008544922,0.0855100005865097
55,1,1,3,1,1,10288,100.089996337891,0,1,2,3,1,352.550476074219,377.329986572266,0.0429729633033276
45,1,1,4,1,1,10290,100.558059692383,0,3,1,1,1,1266.67993164062,1065.63000488281,0.160834074020386
48,1,1,4,1,1,10291,NA,NA,NA,NA,NA,1,0,0,NA
51,1,1,1,1,1,10293,111.564720153809,0,1,1,1,0,951.120910644531,829.849975585938,0.0929403752088547
46,1,1,1,1,1,10294,30.7999992370605,1,1,3,3,0,161.526290893555,184.729995727539,0.0123294442892075
44,1,1,3,1,1,10295,8.47999954223633,1,5,2,3,1,51.9896278381348,89.9199981689453,0.0242007970809937
42,1,1,3,1,1,10297,59,0,1,3,3,1,261.951446533203,249.75,0.0228134952485561
47,1,1,1,1,1,10298,670.400024414062,0,1,1,1,0,303.934600830078,307.399993896484,0.0788489952683449
57,1,1,4,1,1,10299,78.1699981689453,0,4,2,2,1,249.411315917969,256.940002441406,0.0672504752874374
56,1,1,4,1,1,10301,119.687126159668,0,3,2,3,1,685.625732421875,622.989990234375,0.0628129839897156
51,1,1,3,1,1,10303,124.382247924805,0,1,2,2,1,723.714599609375,742.700012207031,0.033339399844408
46,1,1,4,1,1,10304,79.5699996948242,0,4,1,NA,1,58.0630264282227,0,0.164936676621437
46,1,1,4,1,1,10305,48.0099983215332,0,3,3,3,1,186.351913452148,239.389999389648,0.0367362052202225
43,1,1,1,1,1,10306,98.1242828369141,0,4,1,2,0,950.487548828125,793.650024414062,0.0699463859200478
52,1,1,3,1,1,10309,91.0999984741211,0,1,3,3,1,339.994415283203,357.799987792969,0.0353679284453392
50,0,1,2,1,1,10310,34.3199996948242,0,1,1,NA,0,26.684778213501,0,0.116238966584206
NA,NA,1,2,1,1,10314,42.1500015258789,0,1,1,1,0,160.951461791992,284.5,0.144536748528481
48,0,1,1,1,1,10315,97.9100036621094,0,1,3,3,0,454.091857910156,564.099975585938,0.0136645175516605
35,1,1,2,1,1,10316,45.8300018310547,0,1,2,2,0,221.529327392578,304.510009765625,0.0144031969830394
53,1,1,2,1,1,10317,38.4700012207031,1,4,1,2,0,170.988967895508,235.080001831055,0.132297292351723
55,1,1,3,1,1,10318,101.559997558594,0,3,2,2,1,371.075012207031,383.799987792969,0.0429729633033276
53,0,1,4,1,1,10319,53.6100006103516,1,2,1,1,1,167.626434326172,191.259994506836,0.209124460816383
46,1,1,2,1,1,10320,93.8332824707031,0,1,3,2,0,506.061096191406,456.149993896484,0.0181107763200998
52,1,1,1,1,1,10323,83.9100036621094,0,1,1,1,0,363.132995605469,407.850006103516,0.0974532663822174
NA,NA,1,3,1,1,10324,34.8400001525879,0,2,1,1,1,143.667388916016,200.539993286133,0.144536748528481
47,0,1,4,1,1,10327,89.129997253418,0,3,2,2,1,319.083435058594,336.700012207031,0.038366511464119
55,0,1,2,1,1,10330,NA,NA,NA,NA,NA,0,0,0,NA
49,1,1,4,1,1,10332,92.5500030517578,0,5,1,NA,1,109.158630371094,0,0.180260613560677
40,1,1,4,1,1,10333,41.9500007629395,0,1,2,2,1,177.819641113281,172.970001220703,0.0310982502996922
37,1,1,2,1,1,10334,45.7900009155273,0,2,3,3,0,224.306457519531,348.850006103516,0.0144646111875772
46,1,1,1,1,1,10335,91.3099975585938,0,1,1,1,0,433.411773681641,383.649993896484,0.0761880278587341
44,1,1,2,1,1,10336,44.8400001525879,0,3,1,1,0,199.284957885742,205.880004882812,0.0949993953108788
NA,0,1,3,1,1,10337,27.6700000762939,0,1,2,2,1,114.567909240723,273.670013427734,0.0303501505404711
57,1,1,4,1,1,10339,21.2299995422363,1,3,2,2,1,82.536376953125,248.149993896484,0.0672504752874374
46,0,1,3,1,1,10342,47.0999984741211,0,2,1,1,1,181.620513916016,239.210006713867,0.130282923579216
46,1,1,2,1,1,10344,96.4800033569336,0,2,1,1,0,416.327117919922,431.779998779297,0.100463390350342
47,1,1,3,1,1,10345,173.374664306641,0,2,2,3,1,817.986999511719,754.880004882812,0.0271882247179747
58,1,1,3,1,1,10348,NA,NA,NA,NA,NA,1,0,0,NA
49,1,1,4,1,1,10349,36.8499984741211,1,2,2,1,1,145.893814086914,246.130004882812,0.0418251156806946
NA,0,1,1,1,1,10350,NA,NA,NA,NA,NA,0,0,0,NA
57,1,1,4,1,1,10352,NA,NA,NA,NA,NA,1,0,0,NA
48,1,1,4,1,1,10353,93.3619232177734,0,3,2,2,1,616.951049804688,568.090026855469,0.0399253256618977
53,1,1,2,1,1,10354,64.0100021362305,0,1,1,1,0,253.96696472168,337.739990234375,0.132297292351723
46,1,1,4,1,1,10355,35.310001373291,1,2,1,1,1,130.130630493164,182.520004272461,0.164936676621437
46,1,1,3,1,1,10356,66.5030288696289,0,1,3,3,1,773.087890625,767.960021972656,0.026058966293931
44,1,1,4,1,1,10357,82.137077331543,0,1,2,2,1,735.435729980469,699.469970703125,0.0342614911496639
49,1,1,3,1,1,10358,110.144508361816,0,4,1,2,1,571.95703125,545.340026855469,0.143065959215164
37,1,1,4,1,1,10359,43.5200004577637,0,5,2,3,1,175.233856201172,268.670013427734,0.0300606470555067
47,0,1,3,1,1,10360,40.5699996948242,0,5,2,2,1,160.850982666016,235.820007324219,0.0272879134863615
45,1,1,3,1,1,10361,80.3000030517578,0,1,3,2,1,334.041778564453,328.059997558594,0.025066651403904
52,1,1,2,1,1,10362,113.960891723633,0,1,3,3,0,518.320983886719,490.450012207031,0.0250304825603962
57,1,1,2,1,1,10366,NA,NA,NA,NA,NA,0,0,0,NA
45,1,1,1,1,1,10368,164.265319824219,0,4,1,2,0,559.557861328125,544.299987792969,0.0738287270069122
55,1,1,4,1,1,10369,48.5019454956055,1,3,3,3,1,618.68017578125,597.840026855469,0.0588021613657475
49,0,1,4,1,1,10370,47.3400001525879,0,3,1,1,1,155.264541625977,250.130004882812,0.180677890777588
56,1,1,4,1,1,10372,88.7328948974609,0,4,1,1,1,388.158355712891,397.420013427734,0.236975729465485
49,1,1,3,1,1,10373,NA,NA,NA,NA,NA,1,0,0,NA
46,1,1,1,1,1,10379,55.9643135070801,0,1,2,3,0,680.387023925781,602.429992675781,0.0123294442892075
45,1,1,2,1,1,10380,90.1100006103516,0,3,1,2,0,408.307830810547,359.200012207031,0.0975597128272057
48,1,1,1,1,1,10381,173.629516601562,0,1,1,2,0,538.095397949219,450.529998779297,0.0818314552307129
55,1,1,3,1,1,10383,56.2700004577637,1,1,1,2,1,194.812423706055,190.570007324219,0.183617144823074
43,1,1,1,1,1,10384,70.3199996948242,0,1,3,2,0,348.010559082031,435.059997558594,0.0109612951055169
57,1,1,4,1,1,10385,57.3800010681152,1,4,3,3,1,181.455505371094,207.279998779297,0.0672504752874374
48,1,1,1,1,1,10386,40.7099990844727,1,1,1,1,0,186.314331054688,181.690002441406,0.0818314552307129
37,1,1,2,1,1,10387,44.5099983215332,0,1,1,2,0,211.206420898438,274.149993896484,0.0855100005865097
42,1,1,3,1,1,10388,806.010009765625,0,2,3,3,1,332.530853271484,403.5,0.0228134952485561
58,1,1,1,1,1,10389,42.5200004577637,1,1,1,1,0,168.421600341797,278.989990234375,0.135398343205452
46,1,1,4,1,1,10391,137.245346069336,0,3,1,1,1,540.643615722656,561.22998046875,0.164936676621437
45,0,1,3,1,1,10394,63.7599983215332,0,2,2,3,1,254.685958862305,278.179992675781,0.0251597817987204
41,1,1,1,1,1,10395,55.9000625610352,0,1,3,3,0,589.764404296875,580.25,0.0103509724140167
51,1,1,4,1,1,10398,31.1700000762939,1,3,2,2,1,124.362998962402,146.910003662109,0.0463271252810955
56,1,1,1,1,1,10399,97.4199981689453,0,4,1,3,0,396.72998046875,432.619995117188,0.120421066880226
49,1,1,2,1,1,10401,105.949996948242,0,1,3,2,0,447.609588623047,445.950012207031,0.020953880622983
49,1,1,3,1,1,10402,106.967407226562,0,3,1,1,1,668.984252929688,593.309997558594,0.143065959215164
50,0,1,4,1,1,10404,92.0400009155273,0,1,1,3,1,306.255645751953,322.739990234375,0.186879724264145
41,1,1,1,1,1,10406,91.1800003051758,0,1,3,3,0,451.42236328125,445.619995117188,0.0103509724140167
46,0,1,2,1,1,10407,286.12109375,0,1,1,1,0,965.984985351562,893.580017089844,0.10074320435524
45,0,1,1,1,1,10409,68.8000030517578,0,1,2,3,0,338.218658447266,391.170013427734,0.0118553740903735
46,0,1,4,1,1,10413,43.5699996948242,0,3,1,1,1,150.450759887695,218.320007324219,0.165330946445465
40,0,1,2,1,1,10415,99.0759353637695,0,1,1,1,0,737.11962890625,617.47998046875,0.0881340354681015
